,title,time,date,Hour
461,feeling down,3:40 PM,31-Aug-21,15
462,i cant deal with it anymore trigger,1:27 PM,31-Aug-21,13
463,i got rejected from my college course,7:42 AM,31-Aug-21,7
464,feeling down,3:40 AM,31-Aug-21,3
465,my doctor has given up on me,12:36 AM,31-Aug-21,0
466,effexor velafaxine experience,11:16 PM,30-Aug-21,23
467,on the outside im getting better,7:40 PM,30-Aug-21,19
468,forum has anyone else been let down by mental health services,4:52 PM,30-Aug-21,16
469,depression,11:04 AM,30-Aug-21,11
470,i am just breaking down trigger,7:31 AM,30-Aug-21,7
471,feeling very lonely and sad,6:21 AM,30-Aug-21,6
472,can i take expired ssris,6:04 AM,30-Aug-21,6
473,depressants,2:04 AM,30-Aug-21,2
474,will i stop feeling like this,10:01 PM,29-Aug-21,22
475,sertraline withdrawal,3:29 PM,29-Aug-21,15
476,depression with mixed features,1:16 PM,29-Aug-21,13
477,my best friend and i are having issues because of my ptsd,8:49 AM,29-Aug-21,8
478,not sure,8:36 AM,29-Aug-21,8
479,can you think of any positives youve gained from your depression,12:28 AM,29-Aug-21,0
480,loneliness destroys me,7:30 PM,28-Aug-21,19
481,im very proud of myself,6:49 AM,28-Aug-21,6
482,mild but chronic depression,2:07 AM,28-Aug-21,2
483,hummm,12:55 AM,28-Aug-21,0
484,music therapy,10:05 PM,27-Aug-21,22
485,feeling like a failure,6:59 PM,27-Aug-21,18
486,so confused,6:57 PM,27-Aug-21,18
487,i see no way to be happy especially with myself,5:38 PM,27-Aug-21,17
488,high dosage of prozac 120mg per day,3:34 PM,27-Aug-21,15
489,feeling lost,11:38 AM,27-Aug-21,11
490,why do i want to be abused,8:57 AM,27-Aug-21,8
491,feeling down,8:53 AM,27-Aug-21,8
492,chronic depression anxiety now leading to physical problems,1:20 AM,27-Aug-21,1
493,on prozac 40 mg for 25 years wanting to taper off,1:09 AM,27-Aug-21,1
494,i fear for my friend,10:36 PM,26-Aug-21,22
495,did i mess up,2:45 PM,26-Aug-21,14
496,anyone else feel like they are on the outside looking in,7:50 PM,25-Aug-21,19
497,coming off sertraline,5:41 PM,25-Aug-21,17
498,about to give up,9:42 AM,25-Aug-21,9
499,me myself and i,12:11 AM,25-Aug-21,0
500,depression escapism,9:43 PM,24-Aug-21,21
501,changing meds and managing depression help please,12:53 PM,24-Aug-21,12
502,fear of growing up my familys pressure,3:29 AM,24-Aug-21,3
503,trd,12:03 AM,24-Aug-21,0
504,i dont know what to do everything just got worse as i grew up,7:53 PM,23-Aug-21,19
505,interacting with others,6:53 PM,23-Aug-21,18
506,benefits uk,6:08 PM,23-Aug-21,18
507,trying so hard but not getting better,10:59 AM,23-Aug-21,10
508,suicidal ideation or intent trigger warning,2:23 AM,23-Aug-21,2
509,been feeling depressed for years,7:23 PM,22-Aug-21,19
510,trigger warning i wanna die wanna die but dont really wanna die,11:43 PM,21-Aug-21,23
511,help and words of encouragement needed,11:39 PM,21-Aug-21,23
512,alone,11:23 PM,21-Aug-21,23
513,candy,9:31 PM,21-Aug-21,21
514,idk,8:49 PM,21-Aug-21,20
515,selfishness,1:41 PM,21-Aug-21,13
516,what song expresses your sadness,3:33 AM,21-Aug-21,3
517,tms transcranial magnetic stimulation,2:18 AM,21-Aug-21,2
518,no one to tell,5:47 PM,20-Aug-21,17
519,i need help but don%E2%80%99t know what to do,6:00 AM,20-Aug-21,6
520,solitary confinment,5:12 PM,19-Aug-21,17
521,suicidal,12:51 AM,19-Aug-21,0
522,i feel suicidal,11:10 PM,18-Aug-21,23
523,not wanting to live anymore,8:59 PM,18-Aug-21,20
524,where do you find motivation,8:37 PM,18-Aug-21,20
525,my twisted life and plans,5:11 PM,18-Aug-21,17
526,thinking of overdose,3:28 PM,18-Aug-21,15
527,im losing the battle,5:48 AM,18-Aug-21,5
528,very depressed,5:22 AM,18-Aug-21,5
529,its exhausting,2:22 PM,17-Aug-21,14
530,i wish people allowed me to kill myself,9:44 AM,17-Aug-21,9
531,being in one of those hellholes,4:32 AM,17-Aug-21,4
532,i%E2%80%99m tired of living like this,1:26 AM,17-Aug-21,1
533,what%E2%80%99s the last thing you think of before sleep,10:51 PM,16-Aug-21,22
534,is your depression something you see fixable and you know the solution,4:50 PM,16-Aug-21,16
535,getting so down causing actual physical pain damage,5:05 AM,16-Aug-21,5
536,things are still difficult,3:38 AM,16-Aug-21,3
537,am i the olny one who feels insane,9:49 PM,15-Aug-21,21
538,dark thought,9:15 PM,15-Aug-21,21
539,feeling like a space occupying lesion on this planet,6:41 PM,15-Aug-21,18
540,emotional neglect in infancy depression possible solution hypnotherapy,12:31 PM,15-Aug-21,12
541,dont like nighttime,9:29 AM,15-Aug-21,9
542,sleep,12:28 AM,15-Aug-21,0
543,is this everything life has to offer,11:36 PM,14-Aug-21,23
544,where to find motivation when you know you will die,10:28 PM,14-Aug-21,22
545,depressed angry totaly suicidal,10:24 AM,14-Aug-21,10
546,constant fight between wanting help and not wanting help,11:49 AM,13-Aug-21,11
547,i did something i thought id never do go for a run,10:45 PM,12-Aug-21,22
548,i think something is seriously wrong with me,9:30 PM,12-Aug-21,21
549,i feel so inadequate,4:25 PM,12-Aug-21,16
550,since committing to living ive found life quite exhausting,4:19 PM,12-Aug-21,16
551,ancient philosophers,2:16 AM,12-Aug-21,2
552,what do you do if youre an incel,11:00 PM,11-Aug-21,23
553,dont you hate seeing people flaunting their happiness,10:50 PM,11-Aug-21,22
554,i%E2%80%99ve hit my breaking point,10:15 PM,11-Aug-21,22
555,sertraline to citalopram,10:00 PM,11-Aug-21,22
556,depressed lonely awkward anyone want to just shoot the breeze,7:18 PM,11-Aug-21,19
557,at what dose of quetiapine seroquel does daytime hangover get better,5:12 AM,11-Aug-21,5
558,weird situation,10:35 PM,10-Aug-21,22
559,anyone experience short periods of intense depression,10:33 PM,10-Aug-21,22
560,quick ways to cheer up just a little energy boost to get through,5:53 PM,10-Aug-21,17
561,as we get older arent we supposed to feel more put together,2:02 PM,10-Aug-21,14
562,difficult,11:30 AM,10-Aug-21,11
563,need your help on this,3:30 AM,10-Aug-21,3
564,my sisters depression is affecting me really badly,12:03 AM,10-Aug-21,0
565,depression all time high boring when sober annoying when drunk,9:50 PM,9-Aug-21,21
566,the confession of a lame person,8:24 PM,9-Aug-21,20
567,i%E2%80%99m tired i don%E2%80%99t want to be here anymore,2:21 PM,9-Aug-21,14
568,when will i ever learn,11:28 AM,9-Aug-21,11
569,cant really sleep my depression is acting up again,11:10 AM,9-Aug-21,11
570,silence the ignored good side,9:48 AM,9-Aug-21,9
571,london accommodation and no money for train ticket to chelmsford,12:51 AM,9-Aug-21,0
572,pristiq desvenlafaxine,11:14 PM,8-Aug-21,23
573,being dependent on my parents,8:09 PM,8-Aug-21,20
574,i cant deal with being ugly,7:27 PM,8-Aug-21,19
575,no internet,6:00 PM,8-Aug-21,18
576,poker journey and getting into social media and mob hemndon list,4:38 PM,8-Aug-21,16
577,boyfriend is now at wedding i%E2%80%99m at home,4:29 PM,8-Aug-21,16
578,feeling this world will never be right for me,3:32 PM,8-Aug-21,15
579,homesteads diy threads,2:33 PM,8-Aug-21,14
580,ssris and vaginal dryness,1:43 PM,8-Aug-21,13
581,separating the good from the bad,10:19 AM,8-Aug-21,10
582,whats your superpower,8:05 AM,8-Aug-21,8
583,tms therapy how was your experience,3:44 AM,8-Aug-21,3
584,depressed after crush on girl who left work,12:28 AM,8-Aug-21,0
585,how anal retentive are you,8:44 PM,7-Aug-21,20
586,so much to do and won%E2%80%99t get out of bed,12:02 PM,7-Aug-21,12
587,obsessed,11:13 PM,6-Aug-21,23
588,talk about it lyrics,11:08 PM,6-Aug-21,23
589,tired of explaining,9:51 PM,6-Aug-21,21
590,i feel bad for the heart,9:29 PM,6-Aug-21,21
591,reality has become way too depressing,7:46 PM,6-Aug-21,19
592,sadness is important,6:54 PM,6-Aug-21,18
593,sadness just feels like home now,5:34 PM,6-Aug-21,17
594,i achieved something this morning but i dont feel good about it,1:51 PM,6-Aug-21,13
595,just wanted to leave a mark,12:32 PM,6-Aug-21,12
596,what is depression,10:39 AM,6-Aug-21,10
597,are we canaries,9:16 AM,6-Aug-21,9
598,the good bad the ugly,8:02 AM,6-Aug-21,8
599,melancholy at the end of the world,6:26 AM,6-Aug-21,6
600,any one else,1:09 AM,6-Aug-21,1
601,exhausted,10:59 PM,5-Aug-21,22
602,i dont like anyone,9:54 PM,5-Aug-21,21
603,the good bad the ugly trigger warning,9:02 PM,5-Aug-21,21
604,my day just went down the drain,8:45 PM,5-Aug-21,20
605,what are the basic things you do to help when depressed,7:14 PM,5-Aug-21,19
606,i feel so tired all the time i just dont want to live like this,6:59 PM,5-Aug-21,18
607,does depression have a purpose,6:45 PM,5-Aug-21,18
608,i went through divorce and oh my god,5:19 PM,5-Aug-21,17
609,been a battle for 28 years with no medicatio,3:26 PM,5-Aug-21,15
610,hi newbie here,12:23 PM,5-Aug-21,12
611,i hate myself so much,11:31 AM,5-Aug-21,11
612,i%E2%80%99m living minute to minute,4:58 AM,5-Aug-21,4
613,i feel like i lost it,7:44 PM,4-Aug-21,19
614,i don%E2%80%99t want to carry on anymore,6:35 PM,4-Aug-21,18
615,i thought i was over this,3:17 PM,4-Aug-21,15
616,nausea with l tyrosine and 5 htp supplement for depression,5:02 AM,4-Aug-21,5
617,a note to the moderators do i need to go to therapy again i am not sure,11:41 PM,3-Aug-21,23
618,wagging your tail to music,10:54 PM,3-Aug-21,22
619,im really unwell council tax universal credit,9:53 PM,3-Aug-21,21
620,why do people always say that life is precious,7:43 PM,3-Aug-21,19
621,validate yourself,5:58 PM,3-Aug-21,17
622,depressed but can see there is light,5:39 PM,3-Aug-21,17
623,depressed overweight lonely and lacking motivation,5:33 PM,3-Aug-21,17
624,cursed with loneliness,5:22 PM,3-Aug-21,17
625,loneliness and sexual frustration,4:48 PM,3-Aug-21,16
626,fear of going to grosvenor casino and ask john,2:07 PM,3-Aug-21,14
627,always feeling blue,1:27 PM,3-Aug-21,13
628,terrible sleeping times,1:21 PM,3-Aug-21,13
629,depression,1:14 PM,3-Aug-21,13
630,should i reach out again or move on,10:16 AM,3-Aug-21,10
631,depressive crush,8:39 AM,3-Aug-21,8
632,depression hits again,2:26 AM,3-Aug-21,2
633,has anyone else experienced this depression zaps,12:35 AM,3-Aug-21,0
634,ally friends are coupling up fed up being single %F0%9F%98%94,12:34 AM,3-Aug-21,0
635,is this what depressing feels like or is it something else,12:13 AM,3-Aug-21,0
636,it%E2%80%99s hard to talk anymore,12:05 AM,3-Aug-21,0
637,lets make a group for people dealing with loneliness,9:21 PM,2-Aug-21,21
638,need some help hopefully a doctor that knows better then most,6:23 PM,2-Aug-21,18
639,depression from unemployment,2:19 PM,2-Aug-21,14
640,depressed gf,1:34 PM,2-Aug-21,13
641,how do you view the world,7:17 AM,2-Aug-21,7
642,sexuality and families,3:53 AM,2-Aug-21,3
643,how we see things,9:52 PM,1-Aug-21,21
644,life is bleak,9:42 PM,1-Aug-21,21
645,i thought my depression was linked to my failure im still depressed even though i succeeded,4:09 PM,1-Aug-21,16
646,i don%E2%80%99t want to be here,2:26 AM,1-Aug-21,2
647,trigger warning suicidal thoughts,2:07 AM,1-Aug-21,2
648,lamotrigine lamictal for unipolar depression,8:17 PM,31-Jul-21,20
649,bladder cancer really worried,6:55 PM,31-Jul-21,18
650,best song for depression,1:34 PM,31-Jul-21,13
651,i%E2%80%99m sorry if this is an insensitive question,5:48 AM,31-Jul-21,5
652,is this bipolar 2,3:46 AM,31-Jul-21,3
653,keep thinking about her,3:32 AM,31-Jul-21,3
654,bedridden depressed hopeless trigger warning,7:39 PM,30-Jul-21,19
655,feel like it%E2%80%99s my own fault,6:52 PM,30-Jul-21,18
656,i will never give up but nothing changes,6:19 PM,30-Jul-21,18
657,saying it out loud,10:59 AM,30-Jul-21,10
658,stupid decisions constantly girls,4:23 AM,30-Jul-21,4
659,dealing with the fear of being spouseless and dying alone,12:20 AM,30-Jul-21,0
660,which weepie s help you cry,12:06 PM,29-Jul-21,12
661,exhausted,12:03 PM,29-Jul-21,12
662,feeling unloved lonely and stuck in life,11:19 AM,29-Jul-21,11
663,came out of a depressive phase and wanted to share advice,10:36 AM,29-Jul-21,10
664,is it depression,8:42 AM,29-Jul-21,8
665,burnt out,7:24 AM,29-Jul-21,7
666,i cant remember who i really am anymore,2:18 AM,29-Jul-21,2
667,candy,10:59 PM,28-Jul-21,22
668,doubting my own illness,5:55 PM,28-Jul-21,17
669,trauma triggers,3:19 PM,28-Jul-21,15
670,why am i like this,1:49 PM,28-Jul-21,13
671,finding the tiniest of tasks daunting,1:03 PM,28-Jul-21,13
672,do you feel the modern world discourages novelty,12:59 PM,28-Jul-21,12
673,i dont even know what could make me happy,1:43 AM,28-Jul-21,1
674,feel so awful,11:05 PM,27-Jul-21,23
675,%F0%9F%98%BF,9:54 PM,27-Jul-21,21
676,feeling better but not totally,6:40 PM,27-Jul-21,18
677,problem solving,12:40 PM,27-Jul-21,12
678,sick and tired of being sick and tired,12:36 PM,27-Jul-21,12
679,whats the point purpose,12:34 PM,27-Jul-21,12
680,helpless lonely and no way out,12:30 PM,27-Jul-21,12
681,sacrifices we do,12:25 PM,27-Jul-21,12
682,just feel like i need to share what%E2%80%99s in my head right now,11:58 AM,27-Jul-21,11
683,whats the top change youd like to see in your life,9:39 AM,27-Jul-21,9
684,my past always comes back to haunt me,2:51 AM,27-Jul-21,2
685,not feeling well physically mentally or emotionally,2:47 AM,27-Jul-21,2
686,feeing good again,2:42 AM,27-Jul-21,2
687,i feel like lashing out,2:22 AM,27-Jul-21,2
688,may have just learned the hard way not to play around with meds,2:17 AM,27-Jul-21,2
689,i need to come back as i am scared x,2:15 AM,27-Jul-21,2
690,i feel like i am going around in circles,1:47 AM,27-Jul-21,1
691,sarcasm,1:43 AM,27-Jul-21,1
692,losing everything and losing me,1:38 AM,27-Jul-21,1
693,do you ever feel like youre existing and not living,9:44 PM,26-Jul-21,21
694,patriotism vs stupidity,5:28 AM,26-Jul-21,5
695,i dont want to do anything,3:46 PM,25-Jul-21,15
696,its so profoundly depressing to be from my country,2:13 PM,25-Jul-21,14
697,im sad that my friends arent suffering like i did,10:09 AM,25-Jul-21,10
698,find out if a person truly loves you or not only real person do this,12:10 PM,24-Jul-21,12
699,lifelong chronic depression loneliness,2:55 AM,24-Jul-21,2
700,feeling very alone and really struggling this evening,8:35 PM,23-Jul-21,20
701,im scared that life wont get better,8:15 AM,23-Jul-21,8
702,i feel like a degenerate,11:05 PM,22-Jul-21,23
703,chained to the rhythm,9:51 PM,22-Jul-21,21
704,i feel very lost in general,2:44 AM,22-Jul-21,2
705,depression is like a never ending thunderstorm with a drizzle of hopelessness,12:23 AM,22-Jul-21,0
706,having no one to grab lunch with makes me sad,11:39 PM,21-Jul-21,23
707,depressed for a long time,10:06 PM,21-Jul-21,22
708,a love hate kinda thing,9:30 PM,21-Jul-21,21
709,ever feel like you want someone elses life,8:07 PM,21-Jul-21,20
710,is love only for the lucky and strong,6:03 PM,21-Jul-21,18
711,felling really down,3:04 PM,21-Jul-21,15
712,how long you was dealing with depression before search and join to a forum,1:06 AM,21-Jul-21,1
713,what is the meaning of life,11:37 PM,20-Jul-21,23
714,raining cats and dogs all day,5:00 PM,20-Jul-21,17
715,today i feel so empty,4:14 PM,20-Jul-21,16
716,not sure i will make it to my 23th birthday and i do not want to really,3:05 PM,20-Jul-21,15
717,do you ever wish you%E2%80%99d been aborted,11:13 AM,20-Jul-21,11
718,to be a woman in an arabic country,10:49 AM,20-Jul-21,10
719,depression and sleep,10:05 AM,20-Jul-21,10
720,im feeling worse than ever,12:28 AM,20-Jul-21,0
721,feeling alittle off,7:50 PM,19-Jul-21,19
722,ended romantic relationship,6:03 PM,19-Jul-21,18
723,on top of it all the love of my life left me today,4:33 PM,19-Jul-21,16
724,cant cope anymore,6:25 AM,19-Jul-21,6
725,my beagle taken to vets x,4:38 AM,19-Jul-21,4
726,how do you cope with the loss,3:10 AM,19-Jul-21,3
727,do you love yourself,12:01 AM,19-Jul-21,0
728,letting people down,10:53 PM,18-Jul-21,22
729,just feeling lost and want to be able to share my dilemma story completely,4:51 PM,18-Jul-21,16
730,my cat has been put to sleep,12:47 PM,18-Jul-21,12
731,no one seems to care,11:54 AM,18-Jul-21,11
732,writing to work things out,5:14 AM,18-Jul-21,5
733,unable to cope with the threat of love lost,7:33 PM,17-Jul-21,19
734,the curious silence over ketamine in the usa,5:19 PM,17-Jul-21,17
735,cleansing distraction,7:48 AM,17-Jul-21,7
736,a loss,6:46 AM,17-Jul-21,6
737,weight gain,5:05 AM,17-Jul-21,5
738,my depression has prevented fatherhood,10:03 PM,16-Jul-21,22
739,can you please offer me some help,9:05 PM,16-Jul-21,21
740,honestly im just done,4:53 PM,16-Jul-21,16
741,cant do it anymore,1:37 PM,16-Jul-21,13
742,antibiotic weight gain,8:49 AM,16-Jul-21,8
743,everythings going wrong,6:19 AM,16-Jul-21,6
744,what%E2%80%99s the point in existing,4:45 AM,16-Jul-21,4
745,im good for nothing,12:17 AM,16-Jul-21,0
746,anger and depression,6:49 PM,15-Jul-21,18
747,am i being irrational or unreasonable,6:04 PM,15-Jul-21,18
748,simple things you have trouble doing,10:44 AM,15-Jul-21,10
749,out of date medication,10:08 AM,15-Jul-21,10
750,im just over it all,4:28 AM,15-Jul-21,4
751,fluoxetine effect eye color,4:02 AM,15-Jul-21,4
752,how old are you and why are you depressed,3:24 AM,15-Jul-21,3
753,upcoming family vacation feeling undeserving,11:21 PM,14-Jul-21,23
754,smear test on thursday x,5:42 PM,14-Jul-21,17
755,rain rain rain,4:39 PM,14-Jul-21,16
756,feeling depressed lost my job,12:21 PM,14-Jul-21,12
757,this could be why youre depressed or anxious,12:10 PM,14-Jul-21,12
758,my thoughts about the future tw,8:43 AM,14-Jul-21,8
759,im destroying my life,5:05 AM,14-Jul-21,5
760,52 year old man wishing i was dead,4:33 AM,14-Jul-21,4
761,just a asking for a little support,4:22 AM,14-Jul-21,4
762,not sure where this is going,3:25 AM,14-Jul-21,3
763,not sure what to name this lmao,1:04 AM,14-Jul-21,1
764,don%E2%80%99t know what to do,9:35 PM,13-Jul-21,21
765,do you need a plan your day thread,4:53 PM,13-Jul-21,16
766,first post so a bit of an essay sorry,4:49 PM,13-Jul-21,16
767,struggling lately anyone else,4:26 PM,13-Jul-21,16
768,10 on magical radio,12:14 PM,13-Jul-21,12
769,i just let my problems stay as is and i dont do anything about them too anxious to do whats needed too depressed to want to do anything at all,2:14 AM,13-Jul-21,2
